Source	GeneSetID	GeneSetName	GeneList	n_Genes
L1000	BRD-A24429032_-666_MCF7_6.0_h_10.0_um	BRD-A24429032_-666_MCF7_6.0_h_10.0_um	1060P11.3 ABCB6 ABHD4 AKR1B10 AKR1C1 AKR1C2 AKR1C3 ALDH3A1 ALDH3A2 AQP9 BCL6 CAPN2 CD163 CD200 CLDN10 FOSL1 FST G6PD GCLC GCLM GULP1 HMGCS1 HMOX1 HSPA1A HSPA6 IGF2BP3 IL1R2 IRS2 KCNJ2 LEPREL1 LY96 ME1 NQO1 NQO2 PGD PLK2 SLC48A1 SLC7A11 SLC7A7 TMEM158 TRIB3 TRIM16 TXNRD1 WSB1 BHLHE41 CD24 CLIC4 CLTC DEPTOR GPD1L GSTM3 HES1 IGHM KCNK3 KRT7 LGALS3BP LTBP1 LUM MAP7 MCF2L MXRA7 PCSK1 PTCH1 REEP1 RNF167 SOX4 STX1A TSPAN13	68
L1000	BRD-A25775766_-666_MCF7_6.0_h_10.0_um	BRD-A25775766_-666_MCF7_6.0_h_10.0_um	1060P11.3 DNAJB1 FOSL1 GCLM HLA-DQA1 HLA-DQB1 SQSTM1 ALOX5 AQP3 CNPY3 CXADR FHL1 KCNK3 SEPT6 SERPINA1 TM4SF1	16
L1000	BRD-A26032986_-666_MCF7_6.0_h_10.0_um	BRD-A26032986_-666_MCF7_6.0_h_10.0_um	1060P11.3 AEBP1 AMIGO2 CNPY3 FABP7 HMGCR HMGCS1 INSIG1 LDLR PCSK1 PLK2 RCAN1 SCGB1D2 SCGB2A2 ST6GAL1 TFAP2A VTCN1 APLP2 BAG3 CDC42EP3 FERMT1 HSPB8 ID1 KCNJ15 STX1A UBE2S VCAN WFDC2 ZNF652	29
L1000	BRD-A26199074_2561_MCF7_6.0_h_10.0_um	BRD-A26199074_2561_MCF7_6.0_h_10.0_um	1060P11.3 ADM ATF3 BCL3 BHLHE41 BTG2 CYP1B1 DDIT4 EFEMP1 EGR1 F3 H1FX IER3 INSIG1 IRF1 JUN KLF6 KLF9 LPIN1 MAFF MT1M MYC NR4A1 RELB SIK1 SMAD3 ST3GAL5 TBX3 TIPARP TXNIP VLDLR DEGS1 GNAS GOLGA8A ISG15 SAMM50 STAT1	37
L1000	BRD-A26334849_-666_MCF7_6.0_h_10.0_um	BRD-A26334849_-666_MCF7_6.0_h_10.0_um	1060P11.3 ARL4C CFD DKK3 GSDMB LAMP3 LIMCH1 MKNK1 SFTPB SLC38A1 SLC6A8 SRGN TMEM158 ABL1 ALCAM CDCA4 CNPY3 CXCL8 CYP1B1 GPX3 IQGAP2 KYNU LAMP5 LXN MRPS2 PJA2 SELL SERPINB2 UGCG	29
L1000	BRD-A26595446_T0513-6584_MCF7_6.0_h_10.0_um	BRD-A26595446_T0513-6584_MCF7_6.0_h_10.0_um	AKR1B10 GCLM HMOX1 NR0B1 PPAP2B RAP1GAP SLC7A11 TIPARP TSKU CTSH RPA3 TSC22D3	12
L1000	BRD-A26787626_CYCLOPIAZONIC ACID_MCF7_6.0_h_10.0_um	BRD-A26787626_CYCLOPIAZONIC ACID_MCF7_6.0_h_10.0_um	ABCA8 BASP1 CALR FHL1 HSPA2 HSPB8 LAMP5 LDHB NR2F2 PDLIM1 PLBD1 RHOB ZCCHC24 ALDOB ANXA4 APOB APOC3 DDX3Y EMP1 FGG GABRE IGJ LPAR6 SERPINA1 TRIM2	25
L1000	BRD-A27640568_5846833_MCF7_6.0_h_10.0_um	BRD-A27640568_5846833_MCF7_6.0_h_10.0_um	1060P11.3 ADM AK4 ALDH1A3 ALDOA ALDOC ASS1 BHLHE40 BLCAP BNIP3L CEMIP COL6A1 CXCL8 DDIT4 DHRS2 DLK1 EGLN3 ENO2 ERO1L FAM162A GALNT12 GBE1 GOLGA8A GRAMD3 HK2 HLA-B HMOX1 LOX METTL7A MT1X MUC5B NAMPT NDUFA4L2 NID2 P4HA1 P4HA2 PDK1 PFKFB3 PGK1 PGM1 PLOD2 PPFIA4 RNMT SLC2A1 SLC2A3 STC1 STC2 TFF3 TMEM45A TNIP1 TNS3 TXNIP WNT5A AURKA BCHE CCNB1 CDC20 CDC25B CDC42BPA CENPA GATA3 GTSE1 HSPA1A IFI44L IFIT1 KIF14 KIF20A KPNA2 NRP1 PBK PLK1 PSRC1 PTTG1 SLC35B1 STAT1 TOP2A TRIB3 TRPS1 UBE2C UBE2S	80
L1000	BRD-A29426959_-666_MCF7_6.0_h_10.0_um	BRD-A29426959_-666_MCF7_6.0_h_10.0_um	1060P11.3 AHNAK2 ALDH2 IGKV4-1 SLC38A1 CCND1 MYB SFRP4 SORD	9
L1000	BRD-A29426959_CARBINOXAMINE MALEATE_MCF7_6.0_h_10.0_um	BRD-A29426959_CARBINOXAMINE MALEATE_MCF7_6.0_h_10.0_um	1060P11.3 AGR2 AHR BASP1 BIK C6ORF48 C6ORF62 CASP2 CST3 CXCL8 FOLR1 IQCG IRS2 KYNU MSX1 PER2 SLC26A2 SRSF6 SYT1 TFF1 TSPAN31 TSPAN8 TXNIP ZMAT3 CD24 CD40 CD9 CEACAM1 CXCL13 DENND1B GSPT2 HOPX HPGD IGJ IGL KCNK3 KRT15 PAFAH1B1 PEG10 PELI1 RND3 RTN2 SCGB1D2 SCGB2A1 SLC5A3 SNX7 SOX11 VEGFA XIST	49
L1000	BRD-A29437505_-666_MCF7_6.0_h_10.0_um	BRD-A29437505_-666_MCF7_6.0_h_10.0_um	1060P11.3 CCL8 CHAC1 CXCL12 KRT19 KRT81 MFAP4 AKAP12 CA12 CD93 CXCL14 FPGS GALNT12 IL7R LAMP5 LDHB MAOA NNMT PLAC8 PLBD1	20
L1000	BRD-A29644307_Nomifensine maleate_MCF7_6.0_h_10.0_um	BRD-A29644307_Nomifensine maleate_MCF7_6.0_h_10.0_um	1060P11.3 C6ORF62 CRYAB CYB561 EIF4B FABP5 GAA IGFBP4 KLF9 MAFB NEBL PHLDA1 PLEC S100A11 BCHE FGFR2 HLA-DQA1 HNRNPA3 ISOC1 MSLN NDP PEG3 SRSF7 WT1	24
L1000	BRD-A29901043_HY-11066_MCF7_6.0_h_10.0_um	BRD-A29901043_HY-11066_MCF7_6.0_h_10.0_um	1060P11.3 AKR1C2 AKR1C3 ALDH5A1 APLP2 BNIP3L BTG1 C6ORF48 CCDC28A CCNG2 CD24 CEMIP CLIC5 CTDSP2 DHRS2 DSP ERBB3 FBN1 FOXO4 GAS1 GLS GRN H2BFS HECA HIST1H1C HIST1H3H HIVEP2 HOXC6 HSD17B11 INSIG1 KDM3A KIAA0355 LAMP3 LUM NBR1 PDCD4 QPCT RAB11FIP1 SERPINE2 SOX4 SST TGIF1 TIPARP TM4SF1 TMBIM6 TNFAIP6 TNFRSF11B TSC22D1 TXNIP YPEL5 AKAP12 ARHGDIB BCHE C1QA CCDC86 CDC25A CHORDC1 CORO1A CRISP3 DNAJA1 EIF5 GBP1 GLRX2 GUCY1A3 HBEGF HOMER2 JMJD6 NACC2 NOP16 PAK1IP1 PCP4 PIK3R1 PMM2 PPRC1 PYCR1 RGS1 RPIA RRP15 RTN1 SLC25A32 SMCO4 SRSF7	82
L1000	BRD-A30435184_Metergoline_MCF7_6.0_h_10.0_um	BRD-A30435184_Metergoline_MCF7_6.0_h_10.0_um	1060P11.3 BCL3 CALM3 CCL20 CDKN1B CPD CYP51A1 DDIT4 DHCR7 DSP FADS1 FADS2 FDPS HMGCR HMGCS1 HSPA2 IDI1 INSIG1 JAG1 LDLR LSS MSMO1 PLCB1 PSMD10 SCD SERPINA1 SFN SLC2A6 SQLE VCAN CRIM1 HLA-DQA1 STEAP3	33
L1000	BRD-A30693873_Diperodon hydrochloride_MCF7_6.0_h_10.0_um	BRD-A30693873_Diperodon hydrochloride_MCF7_6.0_h_10.0_um	1060P11.3 AKR1B10 BASP1 CAPG CDA CLDN18 CLIC3 CTSE CXCL8 CYP1B1 DDX3Y EIF1AY FBP1 GPATCH8 GSN HIST1H2BG HSD11B1 IGHM IL1RN KDM5D MT1H NFATC3 PGC PLAU PLBD1 RAMP1 SLC16A1 SLC5A6 SLC6A14 TFF1 TGFA TGFBI TGM2 TNFAIP8 TUBB2A ACADM ADCY1 ANP32E ARHGAP32 ASPH AZIN1 CAV2 CNN3 COL11A1 DAB2 DKK1 DLC1 DNAJB1 EGR3 EIF1AX EMC2 FAR2 FGFR3 GGH GULP1 HEY1 HRSP12 HSP90AB1 LPAR1 LYPLA1 MAN1A1 MARCKS MET MTFR1 MTSS1 NOV NRCAM NRIP1 OXR1 PAPSS2 PDGFD PEG10 POLR2K PTGER4 SMC1A SNAI2 SSPN SWAP70 TFPI2 THBS1 THBS2 USP22 WFDC2 YWHAE	84
L1000	BRD-A31159102_Fluoxetine hydrochloride_MCF7_6.0_h_10.0_um	BRD-A31159102_Fluoxetine hydrochloride_MCF7_6.0_h_10.0_um	1060P11.3 DSE EPN2 EXPH5 HMGCS1 IDH1 IFNAR1 INSIG1 KAL1 LINC00342 LITAF METTL7A MSMB MUC4 RBCK1 TCTA TGFBR3 VEGFA ZFP36 CHORDC1 CRK DKK1 FABP5 HIST1H2BG ID3 OLFML2B PCDH9 RCAN1 TPBG TSPYL5	30
L1000	BRD-A31159102_prozac_MCF7_6.0_h_10.0_um	BRD-A31159102_prozac_MCF7_6.0_h_10.0_um	1060P11.3 ACSL3 ADCK3 AGR2 ALDH3A2 APOD ATF3 BASP1 BTG2 CDK5RAP3 CFD CFLAR CLIC5 CTNND1 CYP51A1 DDIT4 DHCR24 DPYSL2 DUSP4 FADS1 FBXL12 GDPD5 GSE1 HMGCS1 IER5 IGFBP4 INSIG1 INSR IRS2 KRT19 LDLR LMNA LSS MGLL NEU1 NRCAM OBSL1 PKIG SATB2 SCD SFN SLC12A2 SLC24A3 SLC2A6 SLN SPEN SQLE TLE2 TNNT1 TOB1 TPSAB1 TPSB2 ZBED2 BEX1 CLDN18 COL3A1 CPNE3 FASTKD5 FOSB GJA1 ITGA6 KCTD12 LRRC17 MMP9 MPO OLFML2A PDGFC POSTN RNF167 SEPP1 SERPINA1 STX1A VNN1	73
L1000	BRD-A31204924_-666_MCF7_6.0_h_10.0_um	BRD-A31204924_-666_MCF7_6.0_h_10.0_um	1060P11.3 ANPEP DPP4 FAM129A HNMT MKNK1 MUC5B MYBPC1 RTN1 SMPDL3A CD24 EPCAM LMO2 NREP WFDC2	15
L1000	BRD-A31575449_-666_MCF7_6.0_h_10.0_um	BRD-A31575449_-666_MCF7_6.0_h_10.0_um	1060P11.3 AZGP1 CPB1 HMGCR HMGCS1 IDI1 INSIG1 KRT19 KRT23 LDLR MSMO1 NCALD RPS4Y1 SCD TFAP2A ID4 LAMP5 LPL SLC27A2 TIMP3 XIST	21
L1000	BRD-A32214171_7706-0030_MCF7_6.0_h_10.0_um	BRD-A32214171_7706-0030_MCF7_6.0_h_10.0_um	1060P11.3 AKR1C3 CLCA1 CLU DDIT4 EPHX1 FABP4 GADD45B HLA-DQA1 HMOX1 ID1 IFRD1 KLF9 LCN2 MUC2 MYC NUPR1 OLFM4 PCK2 RARRES3 RGCC ROBO1 SEL1L3 SLC1A4 TRIB3 TSC22D3 VEGFA WARS ZFP36 ZFP36L2 CALM1 CCNE2 CXCL8 DNAJA1 FABP5 HSPA1A HSPA8 LCP1 PIN1 SFN SRSF5 TBC1D9B TFPI	43
L1000	BRD-A33070992_Bacampicillin hydrochloride_MCF7_6.0_h_10.0_um	BRD-A33070992_Bacampicillin hydrochloride_MCF7_6.0_h_10.0_um	1060P11.3 ANPEP ANXA5 AQP1 AREG ARMCX2 CADM1 CPE CRYAB DCN DDX3Y DHRS2 DLK1 DOK5 EREG FBXO21 GABRP GALNT6 GTPBP8 HERC5 IGFBP7 JAM2 KCNJ16 KCTD12 KIAA1033 NFKB2 OASL PLAGL1 PLOD2 PPAP2B RBP1 RPS4Y1 SNX7 TCF7L2 TF ZFP36L2 APOD BASP1 CCL5 COCH CST7 CTTN CXCL13 CXCL8 DLD DNAJC12 EBP FASTKD5 G0S2 GHR GJA1 GZMA GZMK HLA-DQA1 IGL ITGAE KLRK1 ME1 MMP9 NPY PRKAR2B PTGS2 S100A8 S100A9 SCD SEMA3C SLC7A11 SLPI SYNGR3 TARP TSPAN13	71
L1000	BRD-A33168282_Sotalol hydrochloride_MCF7_6.0_h_10.0_um	BRD-A33168282_Sotalol hydrochloride_MCF7_6.0_h_10.0_um	ABCC5 AGR2 CHST15 CYP1B1 DLC1 FABP5 FXYD3 HEATR1 KRT6B LTF MMP7 MUC5B PLAC8 PNMA2 PRG2 RASA1 RHOBTB3 S100P SERPINA3 SLC5A6 TCN1 TM4SF1 TPD52L1 ADIRF ASS1 BPHL DPP4 EMX2 F2RL1 GJA1 GUK1 PHYH PTGDS PTGER3	34
L1000	BRD-A33711280_Metixene hydrochloride_MCF7_6.0_h_10.0_um	BRD-A33711280_Metixene hydrochloride_MCF7_6.0_h_10.0_um	1060P11.3 CYP1B1 EIF5A FADS1 FASN HMGCS1 HSPA6 INSIG1 LDLR LSS MSMO1 NPY1R PEG3 PTBP3 RHOB RPL37A RPL38 SCD SERPING1 SQLE ACTG2 BCHE CASP1 CD40 CDKN2A MAGEA3 RGS1 RGS2 SORL1 WLS	30
L1000	BRD-A34205397_-666_MCF7_6.0_h_10.0_um	BRD-A34205397_-666_MCF7_6.0_h_10.0_um	1060P11.3 CFB CYP1B1 DNAJC12 FADS1 FGF13 G6PD GABRE HIST1H2BG HMGCS1 HMOX1 HSPA6 IL17RB INSIG1 L1CAM LAMA5 MAFB MARCH6 METTL7A MSMB PDE2A SC5D SCD SLC2A6 SMPDL3A SQLE STX1A ZFP36L1 AMFR CCND2 CD69 HPGD KANK1 MMP12 PDE4B POSTN PTCH1 RCAN1 SPRR3	39
L1000	BRD-A34208323_VU0404997-2_MCF7_6.0_h_10.0_um	BRD-A34208323_VU0404997-2_MCF7_6.0_h_10.0_um	1060P11.3 ARG2 ATP6V1D BDH2 BTG2 BTN3A2 CBS CCNG2 CD24 CD36 CD9 CRABP2 DDIT4 FABP4 FAM117A FCGBP GAS1 GBP2 HLA-B HLA-DQB1 HLA-F HLA-G IGHM IL7R IMPA2 ITGA4 KRT19 LEF1 METRN MTSS1 NEAT1 NEU1 NFKBIA NT5E PSMB9 PTCH1 PTX3 RARRES2 RCAN1 RGCC SERPINA3 TFF3 TMEM158 TMSB15A TSPAN12 TXNIP UCP2 VIM WSB1 ZG16 ALDH3A1 ARPP19 ATF5 CSTA CTSH DENND2D G3BP1 GPI IL1RN MYO5C NPM1 POLR2I PTPLAD1 RAB4A TBCB TLE1	66
L1000	BRD-A34751532_-666_MCF7_6.0_h_10.0_um	BRD-A34751532_-666_MCF7_6.0_h_10.0_um	1060P11.3 ARID5B GRIA2 HERPUD1 IRS2 LMO2 MPPED2 PLAT PRKAR2B SLC7A1 DLK1 ENPP1 ETS1 FST KCNK1 POLG2 RND3 SNX7	18
L1000	BRD-A34806832_-666_MCF7_6.0_h_10.0_um	BRD-A34806832_-666_MCF7_6.0_h_10.0_um	1060P11.3 ACSL1 ANXA3 ATF3 ATP1B1 BRD2 CHIC2 CYP1B1 FOSB GATA3 GSTP1 ID3 IER3 LDLR LTF MT1E NUPL1 PLAUR PPP1R15A SFRP1 SLC2A3 SOX4 STOM TIPARP CCND2 CD200 COL4A5 DPYSL3 HMGCS2 KCNMA1 PPP1R3C SRC XBP1 ZW10	34
L1000	BRD-A35033682_-666_MCF7_6.0_h_10.0_um	BRD-A35033682_-666_MCF7_6.0_h_10.0_um	ABCB6 AK4 AMDHD2 BHLHE41 C1S CD58 CFD CHI3L1 CLDN18 CLU DIRAS3 ETV5 FABP5 FABP7 FAM129A FAM134A GSTA4 HMOX1 HSD11B1 IL1R2 KAL1 KAZN KDM5D KLK11 MAT2A MSMO1 NTRK2 PKIG PLAT PPAP2B PTN RNF167 SATB1 SCD SLC7A11 SOX9 STC1 SYNM TNC TNS1 TSPAN8 VCAM1 1060P11.3 ALB ANK3 APOH ARNT2 CAST CHFR CRIP1 CYP1B1 DERA ECH1 ECM1 EIF5B FAM69A FNTA FOLR1 GRB7 HIST1H2BG HPGD ID1 MECOM MFAP5 NGFRAP1 ORM1 PCK1 PLA2G4A RAI14 RGCC SCGB1D2 SCGB2A1 SPINK1 ZNF395	74
L1000	BRD-A35338386_-666_MCF7_6.0_h_10.0_um	BRD-A35338386_-666_MCF7_6.0_h_10.0_um	1060P11.3 CD44 CDH1 CDKN1C CXCL12 DDX21 DOCK9 FGFR3 LUM MAP7 RND3 TPD52 AKAP12 APOD DENND2D GLUL IGFBP6 OLFM1 SLC16A7 SPARC VWF	21
L1000	BRD-A35511923_-666_MCF7_6.0_h_10.0_um	BRD-A35511923_-666_MCF7_6.0_h_10.0_um	AZGP1 MAP7 TOB1 COL4A1 COL4A2 CRABP1 EIF5A KCNJ16 RGCC RGS5 SPARC SPARCL1	12
L1000	BRD-A35912562_-666_MCF7_6.0_h_10.0_um	BRD-A35912562_-666_MCF7_6.0_h_10.0_um	1060P11.3 BBOX1 CCNB2 CD58 CXCL11 GABRE GRIA2 HBE1 HIST1H1C IGJ KRT81 L1CAM MPP1 OPTN PIK3CA PTGER3 RCAN1 CXCL8 GRN IL13RA2 IL6ST MMP9 MT1F MT1X PGC SCYL3 TFPI	27
L1000	BRD-A36074203_-666_MCF7_6.0_h_10.0_um	BRD-A36074203_-666_MCF7_6.0_h_10.0_um	1060P11.3 EMX2 GRIA2 HERPUD1 HOXB7 LOC100505650 QPCT S100A8 TOB1 WNT5A AKAP12 CHRDL1 FPGS HOMER1 IL6ST KCNJ16 MT1X MXRA7 NFIB NR3C1 PLTP PTN ZNF91	23
L1000	BRD-A36217750_Sulfinpyrazone_MCF7_6.0_h_10.0_um	BRD-A36217750_Sulfinpyrazone_MCF7_6.0_h_10.0_um	CD36 CSDE1 CTSE IGHM KIAA0100 LAMP1 MICAL2 MMP11 PLAC8 PRDX2 RBP1 SPATS2L STUB1 TBC1D1 1060P11.3 C3 CAV1 CAV2 CCL19 CCNB2 CD9 CFH CP CR2 CSTA CXCL12 CYCS DEPTOR DFFB DSP DST FGFR2 GLDC HEY1 HLA-DQA1 KRT14 KRT19 LPAR1 MAN1A1 NAMPT NEDD9 NOV NRCAM NTRK2 PAPSS2 PIK3R1 POLR2K RAB31 RARRES1 RGS1 SGCE SLIT2 SPARC TFPI2 TSPYL5	55
L1000	BRD-A36471396_-666_MCF7_6.0_h_10.0_um	BRD-A36471396_-666_MCF7_6.0_h_10.0_um	1060P11.3 CFH DPYD HIST1H1C RRAS2 SAMSN1 SDC2 TPD52L1 CEACAM5 CYP51A1 DNAJC12 OLFM1 PTGES RNF167 S100A7 SLC6A14 SRC TUBB2B	18
L1000	BRD-A37432947_Ipratropium bromide_MCF7_6.0_h_10.0_um	BRD-A37432947_Ipratropium bromide_MCF7_6.0_h_10.0_um	1060P11.3 ADH1B AGR2 AHNAK2 CDH2 CERS6 CHI3L2 CLU DKK1 DLK1 EIF5A FGFR3 FGFR4 GPC1 HSPB8 ITPR1 LDLR PNMA1 PRKCB PTPLA SCD SRC TIAM1 TMEM100 ARL4C CD40 CD74 CD9 CHI3L1 DPP4 F2RL1 FAIM GJA1 GNLY IGL NMU PLCB1 S100A8 SCGB1D2 SCGB2A1 SFRP1 TRIM2	42
L1000	BRD-A37735495_2-[(chloroacetyl)(4-fluorophenyl)amino]-N-cyclohexyl-2-pyridin-3-ylacetamide_MCF7_6.0_h_10.0_um	BRD-A37735495_2-[(chloroacetyl)(4-fluorophenyl)amino]-N-cyclohexyl-2-pyridin-3-ylacetamide_MCF7_6.0_h_10.0_um	1060P11.3 ABCC1 ASNS CBR3 CHMP1B CLEC11A COL11A1 CST7 CSTA CXCL8 CYP4B1 DDIT3 DDIT4 DNAJB1 FOSL1 FOSL2 FOXO1 FTH1 GALNT12 GCLC GCLM GULP1 HCAR3 HMOX1 HSPA1A IFRD1 IL1R2 IRS2 KRT13 KRT4 MAFF MAGEA3 ME1 PLA2G2A PLAUR PPP1R15A RARRES3 RGCC SLC2A1 SLC2A3 SLC7A11 UCHL1 WNT5A ZFAND5 A2M ANXA4 ANXA6 APOD ATF5 BASP1 CCL19 CD44 CDC25B CIAPIN1 CLDN3 CPE CTNND2 CXCL14 EPAS1 FAIM FHL1 GRB7 GUCY1B3 HEY1 HLA-DQA1 HMGCS1 HNMT KRAS LGALS1 MAN1A1 MARCKS MARCKSL1 MGLL MLEC NFIB PAFAH1B1 PCDH9 PIN1 PSIP1 PTPRN2 RFX5 RGS5 SCG2 SFN SOX4 SPINK1 SPTBN1 SRC SUB1 SYNM TAGLN2 TIMP1 TPBG TYRP1 ZNF512B	95
L1000	BRD-A37817666_-666_MCF7_6.0_h_10.0_um	BRD-A37817666_-666_MCF7_6.0_h_10.0_um	1060P11.3 CPE GUCY1A3 HIST1H1C HYOU1 MKNK1 RNASE1 SCGB2A1 SCGN ETV5 F3 MAGED1 SRPX	13
L1000	BRD-A37959677_ESTRONE_MCF7_6.0_h_10.0_um	BRD-A37959677_ESTRONE_MCF7_6.0_h_10.0_um	CD24 DEFB1 DLK1 HERC5 HYOU1 KRT13 KRT23 MPO MS4A3 MUC5B PEG3 PRG2 PRTN3 S100P SCGB2A1 SLC7A5 SNX7 ZYX APOD ATF3 ATP8A1 BCL2A1 CCL18 CTSB CXCL13 GPM6B NES NPY POSTN RELN TGFBR2	31
L1000	BRD-A38030642_-666_MCF7_6.0_h_10.0_um	BRD-A38030642_-666_MCF7_6.0_h_10.0_um	1060P11.3 AGR2 ARHGEF2 ASNS ASS1 ATF3 ATF4 CARS CD163 CFH CHI3L1 COL1A1 CPD CTSS DDIT3 DDIT4 DNAJC10 DNAJC3 DUSP5 EDEM1 FKBP14 G0S2 GADD45A GARS GFPT1 GPR87 HERPUD1 HMGCR HMGCS1 HMOX1 HSPA13 HSPA5 IARS IFRD1 KDM7A KLF6 LAMB1 LDLR MCL1 MPZL2 MYC NFIL3 NUCB2 NUPR1 PCK2 PSAT1 PXDN RARRES1 SCD SEC24D SERP1 SIK1 SLC7A11 THBS2 TRIB3 TSC22D3 TUFT1 U2AF1 UFM1 VSIG4 VTCN1 WARS WIPI1 AKAP12 ATAD2 ATF5 CA2 CD58 COL4A5 DCK EFNB2 FABP5 FAM57A FKBP1B GNG11 IGHM LBH MXRA7 PITPNC1 THAP11 TPGS2 ZNF586	82
L1000	BRD-A38030642_cyclosporine_MCF7_6.0_h_10.0_um	BRD-A38030642_cyclosporine_MCF7_6.0_h_10.0_um	1060P11.3 ASNS BET1 C6ORF62 CALU COL11A1 COMP CREB3L2 CYP1B1 DCN DDIT3 DDIT4 DNAJB9 DNAJC10 DNAJC3 EDEM1 EIF2AK3 FICD FKBP14 GDI2 GFPT1 GLRX GORASP2 HERPUD1 HSP90B1 HSPA13 IGF1 INSIG1 ISLR KDELR2 KDELR3 KRT19 LIPA LOX MAGED1 MAP1B MLEC MYC NUCB2 NUPR1 OGN PDIA4 PGM3 PRRC1 PSAP PSAT1 RNASE4 RPS4Y1 RRBP1 SAT1 SEC24D SEC31A SEPT2 SERP1 SERPINA1 SERPINA5 SERPINE2 SFRP4 SLC33A1 TMED2 TMED7 TMEM39A TSC22D3 TXNIP VEGFA WARS WFDC2 WFS1 ACTN1 AREG CA12 CA2 CCND1 CSRP2 HEY1 HSP90AA1 IGL KLK11 LRRFIP1 MAFF MMP3 NFIB PDGFA PDLIM5 RUNX3 STC1 TMSB15A	87
L1000	BRD-A38275906_ST019366_MCF7_6.0_h_10.0_um	BRD-A38275906_ST019366_MCF7_6.0_h_10.0_um	1060P11.3 ABCC3 ACTG2 CCND2 DES EMP3 FAIM3 FHL1 IER5 IRS1 ITGA6 MICAL2 NDUFB5 NELL2 NTRK2 PALLD PCP4 PDE8B PFN2 SLC27A3 TIPARP TMEM158 TPSAB1 TPSB2 TRIB2 VEGFA ZFP36L2 APOD BID CA2 CCNE2 CD58 CFH CSTA CTSZ DUSP1 FNBP1 GABPB1 HIST1H4C IFITM2 IFITM3 IGFBP6 KRT5 MSX1 RPL37A S100A2 SEPP1 SRSF3 TFPI TPM4	50
L1000	BRD-A38749782_FLUDROCORTISONE ACETATE_MCF7_6.0_h_10.0_um	BRD-A38749782_FLUDROCORTISONE ACETATE_MCF7_6.0_h_10.0_um	AZU1 CD44 DNAJA3 FOS HSPA2 KLF4 LYN RGS1 S100A10 UGDH AKR1C1 AKR1C2 CFH PLA2G2A PSPH SMAD3 SPINK1	17
L1000	BRD-A39093044_2-[(chloroacetyl)(3-methoxyphenyl)amino]-N-(2-phenylethyl)-2-thien-2-ylacetamide_MCF7_6.0_h_10.0_um	BRD-A39093044_2-[(chloroacetyl)(3-methoxyphenyl)amino]-N-(2-phenylethyl)-2-thien-2-ylacetamide_MCF7_6.0_h_10.0_um	1060P11.3 AKR1B10 CADM1 COL11A1 COMP CTH DKK1 DUSP5 FOLR1 GPX7 HMOX1 HSPA6 LRRC15 NEAT1 NEFH PIR PLA2G2A SCRG1 SFTPA2 ACTN1 ADAMDEC1 CA2 CDH3 CSTA CTSH DLD HPGD INSIG1 KRT14 NR2F6 PMM2 PRAME PXDN SCD SGK1 SH3BGRL TBC1D9B TFRC	38
L1000	BRD-A39093044_K784-3187_MCF7_6.0_h_10.0_um	BRD-A39093044_K784-3187_MCF7_6.0_h_10.0_um	1060P11.3 ABCB6 AKR1C1 AKR1C2 BAG2 COL11A1 COL2A1 DDIT4 DNAJB1 DUSP5 FABP7 FOLR1 FOSL1 GCLM HMOX1 HSPA6 LOX MMP13 MST4 MYC PIR RPS4Y1 SERPINA3 SLC7A11 TSKU TXNRD1 BLNK C7 CD9 FBP1 GEM GPD1L IGHM MYH10 PPP3CA PXDN RCBTB2 RGS5 TBC1D9	39
L1000	BRD-A39189014_Methoxamine hydrochloride_MCF7_6.0_h_10.0_um	BRD-A39189014_Methoxamine hydrochloride_MCF7_6.0_h_10.0_um	ACBD3 ADD3 CYR61 DDX3Y EIF1AY ENPP4 EZR FAM3C FASTKD5 FGFR3 GALNT3 GATM GRAMD3 GUCY1A3 IFNGR1 IGFBP7 LSM5 MAGED1 MALT1 MBP METTL7A PLAGL1 RPS4Y1 S100A8 SLC2A1 SNX7 SOX9 TBC1D8B TES 1060P11.3 ADH1B APOD AQP3 ATP9A BASP1 C7 C8ORF4 CAV1 CCL5 CDC25B CHGB CPS1 DCLK1 DHRS11 FLRT2 FXYD3 GBP2 GNS GRWD1 HMG20B HOXB7 IGF1R LTBP3 MGLL NAV3 NPY1R NR4A2 NRCAM PCGF2 PCK1 PLTP PNMA1 SERPINA3 STOM TBX2 TFPI TGFBR3 TM4SF20 TNC TRBC1 TRD VPS28 VWF YWHAB	74
L1000	BRD-A39210489_Chlortetracycline hydrochloride_MCF7_6.0_h_10.0_um	BRD-A39210489_Chlortetracycline hydrochloride_MCF7_6.0_h_10.0_um	1060P11.3 CD97 CDKN1C DDX3Y DSP DUSP5 KRT7 MT1H MT1X NFKB2 NRIP1 PDCD4 PHACTR2 RBP1 RPS4Y1 SPTBN1 TIMP2 ACKR3 AQP1 ARL4C CEACAM6 CPE CXORF57 FGG FRZB HSPA6 ID4 ISOC1 ITGAE KRT19 MXRA5 PIR PRKX RCAN2 S100P SSPN TF TMEM14A TSPAN7 VEGFA WNT5A	41
L1000	BRD-A40639672_-666_MCF7_6.0_h_10.0_um	BRD-A40639672_-666_MCF7_6.0_h_10.0_um	ARMCX1 CKAP4 EXT1 FAM69A GJA1 GPM6B GUCY1A3 MAN1A1 MMP3 PEG10 SPINK1 SST ST6GALNAC5 CD44 EMP1 FUCA1 KANK1 MARCKSL1	18
