,GO,Genes,Gene_Count,Term_Description
2012,GO:0004672,GAK EPHB6 MLKL RPS6KA5 ULK4 PIK3R4 NEK6 SRPK2 RIPK2 EFNB3 HIPK4 COQ8A ITK NTRK1 LATS1 KALRN PRKAA2 CSNK1A1L SNRK TESK1 CHEK1 ULK1 OBSCN NEK5 HJV PDIK1L DCLK3 CDK10 CCNK SOSTDC1 NTRK3 ENG TLK1 RPS6KA4 GUCY2C MAP3K6 NUAK2 CCL2 PRKAG1 ADCK1 CDK19 RPS6KB1 CDK13 SYK CDK1 ACVR1C PRKACA CAMKK1 RPS6KA2 TRIM24 RPS6KC1 PHKG2 TYRO3 FGFR2 CDK4 AURKB PAK6 CSK MAPK7 MKNK2 STK17B ALK CLK1 TSSK3 PKDCC MAPK11 BMPR1B TRIB2 RPS6KA1 VRK1 CSF1R TOP1 ROR1 CAMK1 FGFR1 BMX FASTK COQ8B ILK CSNK1G2 TLK2 BAZ1B AURKC SGK1 STK24 SPEG MAP3K10 MAP4K4 TSSK4 IRAK2 PRP4K PKM BMPR1A MAP3K14 AATK PRKAA1 MAPK14 MAST2 FGFR4 PHKA2 MINK1 EPHA2 MAP3K1 STK16 MYLK4 PDK3 ULK2 HSPB8 MAP3K4 MUSK IRAK4 BRD4 CIITA PRKCZ FAM20A MAST4 PRKACG RIPK3 SIK3 CDK11B MAP3K9 LYN STYK1 DDR1 TRIB1 STK31 CAMK2A MET PEAK3 STK33 ABL1 PTK2 EIF2AK3 TEC KDR CDK20 TP53RK MAP3K15 STKLD1 EPHB4 TAOK2 MAP3K13 PASK GSK3B BUB1B HIPK2 CAMKV EIF2AK2 EPHB3 DCLK1 STK10 NEK8 DCLK2 MAPK1 CAMK2G NLK AMHR2 CDK16 STK17A MARK4 EIF2AK1 EFNA4 CAD CASK CSNK1G3 HASPIN PIKFYVE TTK GRK4 FRK SIK2 ULK3 PRKCB STK11 CSNK1D PLK1 CDC7 PRKDC IKBKE GUCY2D PIM2 PRKD1 CCL8 FPGT-TNNI3K LMTK3 ERBB4 ATP23 DMPK GSK3A RNASEL STK40 NRK VRK2 TNK1 ATR GRK6 STK38L CRIM1 SRPK3 BUB1B-PAK6 DYRK3 MYO3B CDKL5 EPHA6 PIK3CG MOS MYLK3 MAP2K2 CDK18 PKN3 PLK3 CLK2 EPHA8 LOC102724428 MERTK TGFBR1 DYRK1B CAMKK2 SIK1 CHKA JAK2 DSTYK INSRR TSSK2 DCAF1 PAK2 OXSR1 PDGFRB PPP1R9B PIM1 CSNK1A1 LCK GRK3 JAK3 CCND3 TAF1 LMTK2 EPHA3 BTK MAP4K3 STK35 LTK CDC42BPG CDKL1 AKT2 FAM20C PXK MAP3K3 CLK4 PIK3C3 PPM1D MAP3K12 TIE1 WEE2 MMD ROCK1 KIT CDC42BPB TYK2 BCKDK GRK1 PRKCI CSNK2A2 TTN MAP3K20 PRAG1 PTK6 PBK EPHA7 AURKA PRKG1 PDPK1 PDK1 TTBK2 TAOK3 MAP3K21 PAN3 AXL PHKA1 MAP2K4 ACVRL1 NME1-NME2 TNNI3K PRKCQ MARK2 TAF1L RIPK1 ADCK5 BRSK2 PRKCH PRKAB2 DAPK1 YES1 CDK17 EPHA10 CAMK1D PAK1 IGF2R PRKD2 INSR PSKH2 MMD2 STK32B PKN2 BUB1 NEK10 HIPK3 ARAF GRK2 MAK SCYL1 MAPK12 ROR2 TBCK SCYL2 LTBP4 BCR RAF1 PRKG2 GRK5 PRKX MAPKAPK2 CSNK2A3 LRRK2 ROCK2 ACVR2A CILK1 JAK1 MAP2K5 RIOK2 DDR2 MAPKAPK5 ALPK3 PDK2 PKN1 SMG1 LTBP1 ITPKA NRBP2 EGFR TPTEP2-CSNK1E CDK6 LIMK2 SBK3 RASSF2 IRAK1 PCK1 RPS6KA3 DAPK3 DYRK2 TAOK1 KSR1 MYO3A NME2 STK25 CDK9 NEK4 IRAK3 CDK11A PTK2B MAPK13 IKBKB TTBK1 TEX14 CCL3 ERN1 AKT1 CAMK2D CAMK2B AKT3 CDK8 CDC42BPA CAMK4 MATK CSNK2B NPR1 MAP2K3 CDKL2 CIT MYLK2 TGFBR3L PAK4 RIOK1 FLT3 SRPK1 AVP SGK3 TESK2 PLK4 GRK7 MAPK6 PLK2 PRKACB TNIK HCK MAST1 MAP3K5 EPHA5 CSNK2A1 RPS6KL1 MAP4K5 MAP2K1 MAPK8 PTK7 EFEMP1 MAPK9 CPNE3 MTOR MAP3K11 LATS2 NEK3 EPHA4 PLK5 RSKR MKNK1 ALPK1 MAPK3 ANKK1 ERBB2 RPS6KB2 SRC RPS6KA6 POMK ATM PAK5 IGF1R ERBB3 PDGFRA MELK WNK1 HTATIP2 MYLK STK39 CDKL4 PDK4 MAPK10 CDK15 PRKCD DYRK4 CCND1 STK32A MAPK15 TBK1 CHUK STK38 CDK3 PKMYT1 WEE1 TXK WNK2 MST1R FGFR3 MAP4K2 DAPK2 CDK5R1 ALPK2 PRKD3 MAP2K7 MAPKAPK3 RYK STRADB MAST3 CHEK2 PIK3CB MAP3K2 EFNA3 BMP2K EIF2AK4 NRP1 SLK TRIM28 MAP3K7 C8orf44-SGK3 CDK14 PSKH1 PDGFRL VRK3 CAMK1G AAK1 STK36 CDK2 CSNK1G1 HUNK PRKAG2 MARK3 SQSTM1 FGFRL1 ACVR1B FYN PRKAG3 EPHA1 PIK3CA PHKG1 TRIO MAP2K6 PINK1 NTRK2 LIMK1 NRBP1 CSNK1E CDKN1A FGR BRD2 ABL2 SRMS MAP4K1 EPHB1 STRADA SBK1 PRKCE NPR2 CDK5 MOK ROS1 HIPK1 NEK11 LRRK1 CDK12 FER MAP3K19 RET MAP3K8 MAPK4 PIM3 BRSK1 DYRK1A GUCY2F KSR2 TNK2 NEK9 TRPM6 TSSK6 STK32C WNK4 FLT1 NEK2 PRKCG ACVR1 PRKAB1 UHMK1 EEF2K BMPR2 STK3 CCL5 NEK7 MASTL TEK PRKCA TSSK1B STK26 CDK7 CDKL3 FLT4 BLK WNK3 CLK3 TGFBR3 SGK2 NIM1K NUAK1 ERN2 TGFBR2 TRPM7 MARK1 FES NEK1 RIOK3 PNCK BRAF ADCK2 ZAP70 TWF1 ACVR2B PAK3 PEAK1 EPHB2 NRP2 STK4,578,protein kinase activity
2013,GO:0031701,JAK2 AGT ARAP1 TYK2 ZBTB16 BDKRB2 EDNRB ARRB1 ARRB2,9,angiotensin receptor binding
2014,GO:1904855,UBLCP1 UBXN1,2,proteasome regulatory particle binding
2015,GO:0004618,PGK1 PGK2,2,phosphoglycerate kinase activity
2016,GO:0004062,SULT1B1 SULT1A2 SULT1C3 SULT1A3 SULT1A4 SULT1C4 SULT1C2 SULT1E1 SULT1A1,9,aryl sulfotransferase activity
2017,GO:0016413,CHAT CRAT CASD1 GNPAT LPCAT1 LPCAT2 LPCAT4 IFNB1,8,O-acetyltransferase activity
2018,GO:0035374,MDK RTN4RL1 IMPG1 AGRN RTN4R PTN DPYSL3 PTPRS ADGRE2,9,chondroitin sulfate binding
2019,GO:0045322,KDM2B CXXC1 MBD1 FBXL19 KMT2A DNMT3A KDM2A KMT2B MECP2 TLR9,10,unmethylated CpG binding
2020,GO:0019909,PDP1 PDP2,2,[pyruvate dehydrogenase (lipoamide)] phosphatase regulator activity
2021,GO:0010521,PIF1 TEN1 ERCC4 PINX1 POT1,5,telomerase inhibitor activity
2022,GO:0016854,YJEFN3 DSE DHRS9 RPEL1 NAXE SRR GALE GNE FUOM AMACR RPE MCEE RENBP L3HYPDH GALM DSEL GLCE GFUS,18,racemase and epimerase activity
2023,GO:0001002,GTF3C5 MAF1 MTOR,3,RNA polymerase III type 1 promoter sequence-specific DNA binding
2024,GO:0008510,SLC4A5 SLC4A8 SLC4A7 SLC4A9 SLC4A4 SLC4A10,6,sodium:bicarbonate symporter activity
2025,GO:0003831,B4GALT2 B4GALT3 B4GALT1 B4GALT7,4,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase activity"
2026,GO:0004727,PTP4A3 PTP4A2,2,prenylated protein tyrosine phosphatase activity
2027,GO:0005026,TGFBR2 AMHR2,2,"transforming growth factor beta receptor activity, type II"
2028,GO:0052742,PIK3C3 PIK3CB PIP4K2C PIK3CD PI4K2A PIP5K1B ATM PIP4K2A PIK3C2G PI4KA PIK3R3 PIK3R1 PIK3C2B IPMK PIP5KL1 PIK3R6 PIP5K1A PIKFYVE PI4K2B PIP5K1C PI4KB PIP4K2B PIK3C2A PIK3CA PIK3CG,25,phosphatidylinositol kinase activity
2029,GO:1990259,FBL,1,histone H2AQ104 methyltransferase activity
2030,GO:0008173,TRMT61B ZCCHC4 TGS1 TRMT10C TRMT5 MRM3 FDXACB1 TRMT13 CMTR1 TFB2M BCDIN3D TRMT2A TRMT44 RNMT NSUN6 METTL8 NSUN4 DIMT1 METTL2A FTSJ3 TRMT10A FTSJ1 TRMT9B FBL THUMPD2 TYW3 THUMPD3 TRDMT1 MRM1 TRMT61A METTL14 METTL25B TRMT10B METTL5 NSUN2 TARBP1 TMT1A METTL2B PCIF1 NSUN5 ALKBH8 TFB1M MRM2 METTL6 NOP2 METTL15 METTL1 EMG1 METTL4 NSUN3 METTL16 HENMT1 TRMT12 LCMT2 TRMO MEPCE METTL3 BUD23 TRMT2B CMTR2,60,RNA methyltransferase activity
2031,GO:0016500,ADIPOR2 RXFP2 LHCGR IGF1R EXTL3 PAX8 INSRR ADIPOR1 LGR5 AMHR2 LGR6 FSHR INSR CMKLR2 TSHR LGR4 GPR173 GNRHR MCHR1 CMKLR1,20,protein-hormone receptor activity
2032,GO:0004594,PANK1 PANK4 PANK3 PANK2,4,pantothenate kinase activity
2033,GO:0031735,CXCL13 CCL25 CCL19,3,CCR10 chemokine receptor binding
2034,GO:0000832,IP6K3 IP6K2 IP6K1 PPIP5K2 PPIP5K1,5,inositol hexakisphosphate 5-kinase activity
2035,GO:0052795,NEU1 NEU4 NEU3 NEU2,4,exo-alpha-(2->6)-sialidase activity
2036,GO:0008457,B3GNT3 B3GNT5 B3GNT4 B3GNT2,4,"beta-galactosyl-N-acetylglucosaminylgalactosylglucosyl-ceramide beta-1,3-acetylglucosaminyltransferase activity"
2037,GO:0033745,MSRB2 MSRB3,2,L-methionine-(R)-S-oxide reductase activity
2038,GO:0048273,MAPK14 NFATC1 TAB1 PRKG1 PRMT1 DUSP16 DUSP10,7,mitogen-activated protein kinase p38 binding
2039,GO:0106018,INPP5E MTMR8 MTMR4 OCRL MTMR3 MTMR14 MTMR6 SYNJ2 PIKFYVE MTM1 MTMR7 MTMR1 SYNJ1 FIG4 MTMR2,15,"phosphatidylinositol-3,5-bisphosphate phosphatase activity"
2040,GO:0098879,DLG1 SHANK1 SHANK2 RAPSN,4,structural constituent of postsynaptic specialization
2041,GO:0031419,TCN2 TCN1 MMAB MTR CUBN MMUT MMACHC CD320 CBLIF LMBRD1,10,cobalamin binding
2042,GO:0047710,FHIT ENPP4,2,bis(5'-adenosyl)-triphosphatase activity
2043,GO:0003880,ICMT LCMT1,2,protein C-terminal carboxyl O-methyltransferase activity
2044,GO:0140677,TFF1 INSL3 RANGAP1 GPHB5 VGF RHEB NPY MIA ARHGAP30 IL7 IL6 FGF10 MDK TSC2 CDNF ARTN FGF22 FLRT2 GREM1 WNT6 CASP3 PARP1 CGB3 CTSC MLN ATP6AP1 RASAL1 ARHGAP11B PSME1 WNT5A IFNA10 SCG2 CCL15 UCN HACD3 CTSS PTN TBC1D3B CCL25 GRP ENDOU PGLYRP1 TBC1D3K STXBP5L FBN1 SPX ELMOD3 GPRC5B C1QTNF12 BLM TNFSF9 PYY DNAJC10 GIT1 SYDE1 IFNL2 SH3PXD2A JAG1 RGS14 TSHB CDKN1B IFNK EIF5 IQGAP1 SPDYA ARHGAP44 CHN2 IFNA16 RASAL2 GNB5 SEMA5B TGFB3 RING1 IFNA4 FGF3 COLEC10 PITRM1 ARHGAP26 MICOS10-NBL1 ASIP CCNK DMWD IL1B RLN1 NPFF IL37 ARHGAP39 NRG2 CCND2 ENG TBC1D8B DEFB114 TBC1D10A THBS4 WDR4 RGPD8 CMTM3 GDF2 TBC1D3D CCL2 TBC1D10B BMP1 INSL6 NENF TBC1D1 ASAP1 PF4V1 OSGIN2 CAPRIN1 IL18 HTR2B IL17D GDF11 WNT9A FAM47E DAB2IP ARHGAP17 BTRC CGA BMI1 UBE2N MTSS2 GIT2 FLCN IFNW1 CALM2 GDNF ALDH1A1 GDF6 PSENEN JUN GDF1 TBC1D30 BEX3 RINL RASGRP3 PARP8 ALK CDK5R2 SKP1 TBC1D9B CASP1 GNRH1 GHRL MNAT1 AMELX PGF USP6NL RGS16 PDGFD ATG13 RICTOR DEFB104B TANK CGB5 TCL1A SIPA1L1 PCNA IL19 CCL3L1 ERRFI1 CCL27 THY1 NPRL2 ARHGAP42 DLL1 GUCA2B MSMP AMH EVI5 TBC1D2B TNFSF13 ACSL1 ASAP3 KL CGB2 EBI3 MAL VPS9D1 PRLH ALKAL1 NRG3 PPP2R5C PPP2R5D RGS11 INSL5 SMAP2 ENHO C5 DEFB130B TBC1D3H SYDE2 ARHGEF12 APOC2 CA9 FGF19 PCOLCE2 CCL22 WNT10A CCL28 FBXW7 EPHA2 EPGN TAFA2 MYO9B AGAP3 LACRT NDP FBLN1 LIF PHACTR4 DAD1 F2 TOR1AIP2 MOB3A GDI2 DBF4B WNT5B NPPB IFNL3 OGN FAM20A ARHGEF6 INCENP IL36RN TBC1D15 APOA5 DPP4 DOCK3 CNTF IFNA2 CAV1 IL12A RGS7 ACAP2 IFNA21 RGS5 IL9 CMTM2 ARHGAP8 TTR CKS1B CKLF CMTM8 CARD8 CXCL8 JMJD6 MET REG1A FN1 RGPD3 PGAM5 STC2 PTK2 CDC42EP2 FAM13B AGAP1 DUSP19 RAPGEF2 IL24 EDN2 EED RANBP3 RGS8 ARHGDIA PNOC NRG4 ARHGAP22 STARD8 DEFB103A PRL XCL1 PPBP TNFSF15 ADIPOQ RALGAPB APH1A INSL4 SST GHRH VCP BMP2 METRNL AZIN2 PRNP XRCC5 EDN3 GM2A ARHGAP18 GTF3C4 MAP3K13 RGCC TOR1AIP1 IFNL1 TAOK2 CLPSL2 SECTM1 NPPA GMFB DPM2 PPP2R5B SIPA1L2 FZR1 WNT2 DNAJC7 GH1 DAOA PEX12 IFNA14 ARHGAP10 NODAL NKRF SEMA4F UTS2 PPP2R5E INHA PTTG1 SH3PXD2B SCT NRTN TNFSF12 RASA1 NCF2 FRS2 HMGB2 IL17C CYB5B PARK7 SVBP ADA2 APLN RASA4B NUPR1 CCL3L3 CCK SEMA4C FNDC5 NGF WNT2B GDI1 LRRC38 CHML SEMA7A GALP TBC1D19 FGF23 GUCA2A APAF1 IL32 IGF1 FGF5 MANF CITED2 ADRM1 IFNA1 TREM2 STK11 MIF CCNB1 BGLAP OPHN1 RAB3GAP1 C1QTNF9 DOCK4 ARHGAP23 CALCA RANBP1 MSTN AGFG1 GAPVD1 CCL8 WNT8B AMBN IRGM SPP1 LLGL1 GKN1 CCL16 SFRP2 SIPA1L3 PPP4R3B ADGRB3 FGF17 PSPN IL6ST CCL20 TBC1D3 TBC1D2 IL12B GNAQ TBC1D3F APOA4 MMP15 IL36B SEMA6B PREX1 CXCL11 FNIP1 ABHD5 CMTM7 POLG2 C1QTNF4 WNT8A PLXNB1 CD86 DAXX SRGAP3 ATP1B1 ARHGAP24 ARAP1 MOB1A MAP2K2 CXCL5 STAP1 DNAJC15 IFNB1 RANBP2 MYO9A ANKRD27 PARP6 CCNY SLURP1 XCL2 TBC1D3C FSHB CSF2 ARHGAP32 PLCB1 RIN3 AGAP6 CSH1 METRN S100A4 VIP TSLP FGF1 MGST2 PSMC3IP PDCD5 IL1A ZP3 BMP7 LHB DNMT3L GRM5 PSME3 SPRY2 FXYD2 OCRL ARHGEF19 CTSK PAK2 CXCL12 CLCF1 CLEC11A ARHGAP12 NPRL3 DAND5 RALGAPA1 ARHGEF15 TBC1D5 STC1 LCK CAB39 CCL13 CCND3 MT3 WNT16 DBNL CXCL9 LEP TBC1D3I SRGAP1 COX17 GUCA1B BTK LTF ELMOD2 DEFB130A SGSM1 RALBP1 LTK AGFG2 ALS2 VEGFB LRCOL1 WNT7A AKT2 SEC23A CTSA BMP8B WRNIP1 CDC20 CD40LG HTR2A TIAM2 IL17F INS DDOST CRLF1 GDF7 MMP17 TIMP1 MTCP1 MAP3K12 ARHGAP6 DEPDC5 SEMA6D EGF BICRA IL16 WNT11 TBC1D12 RGS20 CORT RGPD1 CCL24 IL21 RPTOR BDNF GTF2H4 HGF SCGB3A1 HBEGF MAP3K20 ANGPTL8 TIFAB BMP3 PARP16 SRGAP2 PDGFB NTF3 IGF2 CCNT2 SEMA3C ARHGAP36 WNT7B GPI PSMD14 AURKA ATP1B2 ARHGAP27 PDPK1 PLEKHG6 HMGA1 PSME2 IFNA5 BMP8A MOB3B PDE8A IL36G RGS1 RP2 PCOLCE KITLG TBC1D25 TNFSF12-TNFSF13 PPY CTSL TOPBP1 SOS1 HMGB1 DELE1 IFNA7 FAM3D BCL10 MARK2 CSF1 SGSM3 RACGAP1 GPR15LG CCL4L2 GMIP ARHGAP5 GRN APOA2 RASA4 IFNA17 TBC1D14 TGFA MMP16 MYBPC3 NOXA1 NSD3 IFNG CD320 DEFB104A SEMA3D NLRP12 IFNE PF4 CSH2 CCL4L1 GAST ARL1 IFNL4 FGF2 TNFSF18 NCKAP1L RACK1 ADM GARNL3 INS-IGF2 DNAJC24 TBC1D7 PENK ARHGEF11 MOB2 GDF10 TBC1D9 RGS10 DNAJA1 PLAA AFAP1L2 GIP DNAJB2 DNAJB6 TBCK FASLG ARHGAP11A TAB1 BCR TNFRSF11B TRH NLRP1 SLC27A1 GDF15 ALOX5AP RPLP1 WNT1 SEMA3E FGF11 TBC1D3G RAB3GAP2 DDX3X LRRK2 ARFGEF1 LTB SEMA4A GDF5 CXCL13 TRIM23 ARFGAP2 FGF18 ACAP3 RLN2 UCN3 SEMA4B ATP1B3 IFNA8 TBC1D3E RGS2 LEFTY2 IL1RN LTA GAS6 RPS27L EGFR CCL23 RGS12 AGAP2 NOTCH1 GCG RETNLB EDA IL3 TAFA4 CD24 F2RL2 CRH TBC1D3L CHN1 TBC1D17 PTPA DLC1 HAMP APOE TAOK1 TNFSF14 NF1 INHBB CLPSL1 BCAS3 IQGAP3 WNT4 STARD13 LARS1 LEFTY1 CGB7 HDGF FGF21 BAD RGPD2 ARHGAP35 IL2 PPP1R15A ABR CTSV DBF4 BMP15 DEFB4A ABI1 SEMA3A CXCL2 GH2 CCL14 LTC4S IAPP CCL3 RAMAC LGMN PPP1R12B DCP1B AKT1 FLT3LG IL34 NTF4 ARHGEF10L FGF7 SEMA4G SGSM2 TBC1D20 VSIR FGF14 RFC1 DAZAP2 EREG ARHGAP4 IL26 VEGFD CCL7 CCL26 QRFP ALKBH1 RALGAPA2 TNFSF4 ARHGAP45 EPHA7 GMFG ADAP2 TNFSF8 ARHGEF1 DNAJB4 RGS17 FBN2 LRPAP1 WDR48 PROK1 ETAA1 GPRC5C DNM1L EBAG9 TBC1D10C NBL1 ARFGAP1 NKX3-1 MLST8 MADD AVP HDGFL3 ARRB1 GUCA1C CFLAR DPM3 NCF1 DKK1 ERCC5 ADAP1 CD70 OSGIN1 RGS18 NLRC4 DEFB110 DEPDC1B CXCL16 GNRH2 ARHGAP9 AHSA1 PPP2R5A BNIP2 CHM SH3BP1 AREG RGS9 HTRA1 ALS2CL NOD1 CASP8AP2 APELA RIN1 CGB8 BCL2L13 TG SEMA5A ARHGAP33 ARHGAP29 UBE2L3 POMC TGFB1 MAP2K1 ADCYAP1 APOA1 MOB1B APOH TBC1D16 MOB3C BMP6 AGAP4 FAM3B THPO TNFSF11 RIN2 IL23A EFEMP1 DNAJA2 PIN1 CWF19L1 WNT3 SEMA6A ARHGAP25 LLGL2 CBX8 PDGFA EDN1 APH1B TGFB2 TBC1D22B IL33 HSPB2 EVI5L ARAP3 ADM2 FGF8 GPHA2 WNT10B IL5 TYMP JAG2 SEMA3F ASAP2 CER1 FLRT3 FGF12 RGS6 IL17B SRC TCL1B IL4 COMMD3-BMI1 REG3A ERBB3 TNFSF10 STXBP5 ARHGDIG KNG1 GPRC5D GRTP1 SMCR8 WNK1 CCN6 CCN3 PRSS22 WDR20 TBC1D24 RGPD4 AZIN1 KRTCAP2 CARTPT CCL4 PRKCD CALM1 PTH SDHAF4 HIF1A RGPD5 CCL18 CCND1 AGT RANBP3L DOCK1 DNAJB1 VEGFA FAM3C CAB39L IL31 FGF16 TBC1D26 TNF PLCB3 IGFBP3 ARHGDIB NCF4 CRIPTO CCL1 BTC SEMA3G PREX2 GREM2 CDC20B CMTM1 TBC1D7-LOC100130357 NOXO1 RABGAP1L CTF1 CALCB ANGPTL3 CDK5R1 IL27 IQGAP2 MAP2K7 AGAP9 STRADB DCP1A APOC1 TAFA1 DLL4 GTF2F1 EPO GAL OXT IFNA13 CCL19 ARAP2 TAFA5 FGF13 ERFE FAM13A DNAJC1 IL17A NRP1 FGF20 ARFGAP3 TBC1D13 CXCL6 CMTM5 LAMTOR3 PIK3R1 GCN1 VSTM1 RLN3 SLX4 BMP5 NHERF1 AGAP5 PRKAG2 GUCA1ANB-GUCA1A RETN NPPC TOM1L1 SHH FYN RASA2 PDYN ERCC6 DOCK5 PIK3CA GDF3 CGB1 CCNT1 PINK1 TNFSF13B FGF9 CXCL14 RABEP2 CDKN1A ENTREP1 ARHGAP1 HSCB TBC1D4 APP IL11 IL22 LRRC55 FGF4 NTS PMCH CCL17 INHBE NCS1 SEC23B TBCD PTHLH MACC1 GPIHBP1 PRKCE STRADA SMAP1 GDF9 CHGB LRRC26 CDK5 CX3CL1 CXCL10 IL36A NMB RAP1GAP2 ELMOD1 ARHGAP21 OSM NSMAF SYNGAP1 ARHGAP19 RASA3 PYCARD WNT3A IL1F10 RAP1GAP CASP9 SEMA4D LGALS3 NRG1 ARHGAP20 CACNA1S TBC1D21 CLPS CTSG PPP4R3A THNSL2 ATP4B COPA CCL21 B3GAT3 SUZ12 CKS2 WNT9B BRPF1 NEK9 CLPX RGPD6 CD80 SEMA6C RCVRN PRKRA FGF6 ATP2A3 IL10 ARHGAP31 DNAJC2 VAV3 EFNA5 CALM3 DNAJC19 MALT1 HCRT CXCL1 AIMP1 INHBC BMP4 CSPG5 STK3 INHBA TBC1D8 RABEP1 ECT2 CCL5 NEK7 IL20 BMP10 GPR158 IL15 TAGAP C17orf99 GPNMB RGS4 SIPA1 UTS2B DEFB103B RABGAP1 CSF3 IL25 OSTN CCDC88A PDGFC RGS3 LRRC52 CSHL1 CCNYL1 SEMA3B TAFA3 AGRP DOCK2 PSME4 STX4 DEPDC1 IFNA6 ANGPT4 ACAP1 SAE1 TGFBR2 CTSH AIM2 TBC1D22A TEFM CCL11 MMP24 TP53 FAM47E-STBD1 PSAP ARHGAP15 GFER ALKAL2 GPRC5A NLRP3 ACVR2B DGKQ UCN2 GNAS DEFB4B VEGFC CXCL3 RASAL3 NAMPT STK4 IL13,1114,molecular function activator activity
