,GO,Genes,Gene_Count,Term_Description
1533,GO:0030424,ADRA2A FEZ2 NTSR1 SETX RANGAP1 ADGRL3 LSM1 SSH1 DHX36 AMFR TWF2 KIF1B SYT7 NETO1 SYBU TRPC5 NTRK1 ADCY8 NEFL SIGMAR1 RAB5A CRYAB SNCA UCN PRKAA2 NTNG2 GABRD CALY ROBO3 TUBB3 ULK1 GIT1 OTX2 LAMP5 CBL SNAPIN HDAC6 PPT1 CHRNA10 NCMAP ROBO1 ELAVL4 IQGAP1 ELK1 KATNB1 CTNNA2 TRPV2 ITGA4 NTRK3 CHRM2 BLOC1S3 NPFF GRIK2 DOCK7 DBN1 SLC4A8 ORAI2 ITGA2 DSCAML1 AP3D1 BLOC1S5 SHTN1 SLC8A3 SYT4 SLC18A2 CACNG2 SEPTIN4 DAB2IP KLHL20 NEFH ALDH1A1 CCDC120 CTNND1 CDK5R2 RAB27B CNTN4 EXOC3 PALS1 CFL1 CDHR3 PSEN1 GHRL KIF21A HAPLN2 HCN1 IRX3 GABBR1 LRP8 HSBP1 SPOCK1 ROR1 NEXN THY1 SLC18A3 SLC1A2 INPP5J CNGB1 KCNK2 ATG5 BLOC1S6 STAT1 PARD3 ACTR10 ATP1A1 RAB3A ACTB SLC12A6 PRKAA1 MAP7 ERC2 HTT MINK1 SYT8 BASP1 PAFAH1B1 MAP9 KCNA4 DSCAM TRPM1 NFIB LRRC4B PRKCZ SNAP25 CPLX1 AP3S2 DST SCN9A AP3S1 CNTF PHB2 KIF5A FEZ1 KCNH1 CNTN2 ITGA3 KIF3A SMURF1 STXBP1 CYFIP1 ROBO2 VSTM5 BOC ABL1 HTR1B HEPACAM EPS8 TPRG1L KCNQ5 OPRK1 CLDN5 EXOC8 C1QL1 KCNAB2 CACNG7 PNOC CABP4 SYT1 SLC38A1 SEPTIN14 SYT2 GJC2 PLEKHG5 GHRH N4BP3 AZIN2 GPER1 PRNP SEPTIN6 POTEE TAOK2 IGF2BP1 LDLRAP1 ANXA3 GSK3B NECTIN3 TSPOAP1 MAP1A SNCG ANG HAP1 CD2AP KCNQ3 GRIPAP1 CDH8 NRTN ANK1 POTEJ SCN2A MYPN FSCN1 PARK7 CAD SLC32A1 CCK C4B_2 KIF4A PPFIA2 NGF ERMN GDI1 NDRG2 CALB1 MYO5A ZC3H14 SLC8A2 PRKCB NRSN1 BTBD8 NECAB2 BIN1 OPHN1 NIN MAG TANC1 ADORA1 KCNC1 CALCA LMTK3 SYP LRFN3 LLGL1 UNC13A CNTNAP1 SHANK2 GPM6A GSK3A MGARP DPYSL3 KIF3B GAD2 ABITRAM KCNC3 KIF1C WDR47 CASR TRAK1 PREX1 CNTNAP2 SEPTIN11 TAC1 NGEF TRIM46 CDKL5 STMN3 PCLO PRSS12 PRRT2 SPTBN1 TPGS1 CHRM1 MYO9A GPRIN1 TH RIN3 GAP43 BLVRB BACE1 STMN4 INSRR AP3M2 CPLX3 SCN11A SOD1 MAPT RAC3 CNTN5 FKBP4 CADM2 CD200 ALCAM PPP1R9B ARMCX3 TENM2 GRM2 MT3 VIM CALCR LMTK2 NMU KLC1 SYN1 LRP2 ALS2 AUTS2 MME IL31RA ARL8B SACS KCNQ2 HTR2A UCHL1 DTNA TIAM2 MAP3K12 RAB21 EXOC4 EIF4G2 CNGA3 FAM168B ACTL9 OMP PTPRO DISC1 BDNF CBARP FBXW11 SRSF10 MTMR2 ATL1 NTF3 P2RX3 AP3B2 AP3B1 TRPV4 GAD1 EMB GRIK3 AURKA NAV1 SSNA1 UNC80 SPG7 MAP2K4 DAG1 UNC13C STAU2 SCN8A ACADM CIB1 ATP6V0D1 AGTPBP1 FSCN3 ADCY10 SYAP1 GRM3 ARL8A P2RX4 WHRN CXADR BRSK2 LPAR3 ATAT1 SLC4A10 ARPC3 KIF13B ATCAY PAK1 ATP1A3 INSR SYT11 PALM MYO1D PUM1 PENK CPNE6 SYNJ1 DLG1 COPG2 CYTH2 EVX1 HCN2 GABRG2 ATOH7 AQP1 BCR DNM2 FZD3 PLXND1 SPTA1 SMN2 MYOT SIRT2 UNC5C LRRK2 EXOC7 RTN4R SPAST RUFY3 POTEI AGBL4 ACAP3 TUBB4A UCN3 ROBO4 SMN1 NEO1 MAP6 MACO1 TPTEP2-CSNK1E DLG2 FLNA CPT1C SRCIN1 PCDH9 CRH HSPB1 HSP90AA1 GARS1 ANK3 KCNC2 NF1 COBL BLOC1S2 SLC38A8 TENM3 KCNA6 CNTN6 PRPH BLOC1S4 FRMD7 HSP90AB1 ABR PTK2B ABI1 SEMA3A IQCJ-SCHIP1 EPB41L3 MAP4 SEPTIN8 PCSK1 KCNA3 ADORA2A SH2D3C NTF4 GDPD5 KIF5C OLFM1 SLC38A2 MYOC ADAM10 FZD5 NCAM2 PACSIN1 GFRA1 CNTN1 TXNRD2 MAP2 ARHGAP4 GLDN IGHMBP2 TANC2 KCNB1 CRHR2 INPP5F USH2A ATP7A TIAM1 KIRREL3 SPTBN4 MADD ADCY9 PCDHGB1 OPA1 RNF6 KCNJ11 OPRM1 ZFYVE27 ADAM11 DYNLL1 ACTG1 CD40 NFASC PALLD HCN4 FKBP15 STX1A FMR1 GRM7 NGDN MAST1 ADNP DCC SLC5A7 DIP2B EPHA5 CRHBP MAPK8 PTK7 POTEF SPG11 KCNAB1 SLC6A2 PTPRN SEMA6A SCN1A LRIG2 TGFB2 EPHA4 NEK3 RGS7BP TULP1 TPBG SNCB USP9X PVALB GRIA1 SYT5 MAPK8IP1 APBB2 SLC6A1 EEA1 ATP6AP2 CLCN3 MBP MTPN DAGLA FLRT3 KCNA2 SRC CYP17A1 CNR1 DLG4 TNN IGF1R TMEM151A CTTN TNFRSF21 ADAM22 SLC30A3 CCN3 TPX2 ATP2B3 TBC1D24 SLC18A1 STMN2 SCN10A TSHZ3 DGKI HIF1A TMEM108 NMNAT3 CPLX4 L1CAM OPRD1 MAP1B NRP2 NMNAT2 ROGDI KIF1A CDK5R1 NEFM KIF20B NRCAM DYNC1H1 AP3M1 LRRTM1 DRD2 HMCN2 FGF13 IL1RAPL1 STX1B NRP1 SARM1 DVL1 CPEB4 MYH14 AAK1 AVIL SLC38A7 CORO1A CALB2 TERF2 ACTBL2 APBB1 CRMP1 NDEL1 SBF2 PDYN BCAR1 SLC1A1 C4A KLHL24 PINK1 RTN4RL2 UNC13B NTRK2 CSNK1E MICAL1 GRIN1 APP AMIGO1 NTS CPLX2 EPHB1 NCS1 HOMER1 KIF5B KCNA1 CDK5 DCTN2 ADAM21 PLEC RAP1GAP MUL1 SLC2A13 WDFY3 OPN4 RET COPA SCN1B LGI3 PPFIA1 RASGRF1 BRSK1 DYRK1A COMT BLOC1S1 SLC17A8 HCN3 HPCA C9orf72 SLC6A3 CLDN11 GABRA2 ADGRL1 SLC8A1 PRKCG BAG2 TNFRSF1B STX3 UHMK1 EXOC6 BSN BMPR2 DTNBP1 NGFR CCSAP C4B NRN1L ZPR1 DCTN1 LGI1 NECTIN1 SCGN DNM3 PTCH1 MAPK8IP3 TRAK2 EMX2 MYCBP2 SERPINF1 KIF21B IGSF9 ZNF804A NCDN TOR1A EPHB2 KCNC4 PTPRS,649,axon
1534,GO:0043020,DUOX1 NCF4 DUOX2 NCF1 NCF2 CYBB RAC1 CYBA RAC3 NOX1 RAC2 NOX4 NOXO1 NOX5 NOXA1 NOX3,16,NADPH oxidase complex
1535,GO:0042106,CD3E CD3G CD247,3,gamma-delta T cell receptor complex
1536,GO:1990971,EMILIN2 EMILIN1,2,EMILIN complex
1537,GO:0000109,ERCC3 XPA RAD23B ERCC8 SLX4 ERCC4 XPC ERCC5 ERCC1 CETN2 POLD1 XRCC1,12,nucleotide-excision repair complex
1538,GO:0032777,EPC1 ING3 KAT5 EPC2,4,piccolo histone acetyltransferase complex
1539,GO:0030991,WDR35 TTC21A WDR19 IFT122 CLUAP1 IFT140 TTC21B IFT43,8,intraciliary transport particle A
1540,GO:0031467,FBXW8 RBX1 SKP1 CUL7,4,Cul7-RING ubiquitin ligase complex
1541,GO:0005593,COL9A1 COL16A1 COL14A1 COL9A3 COL12A1 COL9A2,6,FACIT collagen trimer
1542,GO:1903143,RAMP2 RAMP3 CALCRL,3,adrenomedullin receptor complex
1543,GO:0051286,GRM6 SLC32A1 RDX PI4K2A RAB8B,5,cell tip
1544,GO:0005915,CAMSAP3 NECTIN2 CTNND1 SORBS1 PLEKHA7 CTNNA1 JUP KIFC3,8,zonula adherens
1545,GO:0032039,INTS11 INTS8 INTS1 INTS15 SAGE1 INTS6 INTS3 INTS12 INTS7 INTS4 INTS6L INTS5 INTS10 INTS13 INTS14 ESRRB INTS9 INTS2 NIPBL,19,integrator complex
1546,GO:0031526,PRKCB DRD5 SLC9A3 SLC3A1 SLC27A4 SLC5A6 SLC20A2 SLC22A12 CUBN SLC34A3 SLC5A1 MTTP MFSD10 ACE2 AQP8 SLC22A5 PLB1 SLC7A11 SHANK2 KCNK1 SLC34A2 SLC28A1 PDZK1 B4GALT1 SLC34A1 ITLN1 ACE SLC11A2 GNA12 SLC7A9 CDHR2 SLC6A19 NHERF1 SLC46A1 CDHR5 CLTRN SLC28A2 HSP90AA1 CD36 ABCG2 AMN CYBRD1 SLC28A3 TRPM6 SLC6A18 SLC19A1 SLC26A3 LIMA1 GNA13 SLC17A4 PEX19 LRP2 ATP7A SLC26A4 FOLR1 CA4 AQP1 ATP6V0A4 SLC26A6 SLC17A3,60,brush border membrane
1547,GO:0043296,CGN ILDR1 RAP2B NHS MPDZ CLDN22 MARVELD3 NECTIN3 MTDH JUP CLDN24 PMP22 AMOTL1 CRB2 FRMD4B CXADR ESAM JAM2 CCDC85C DLG3 CLDN8 RAB13 FRMPD2 CLDN15 MARVELD2 CLDN16 PARD6B CTNNB1 CRB3 RHOA CCND1 NECTIN2 CLDN10 MAPK15 MXRA8 CLDN9 PKN2 DLG1 CLMP CYTH2 FRMD4A MAGI2 MAGI3 YBX3 RPGRIP1L VAPA LIN7C CTNNA1 CLDN1 CLDN20 CYTH3 SYNPO SYMPK TJP3 C1QTNF5 CLDN25 NPHP1 CLDN2 CAMSAP3 LSR CLDN12 SHROOM3 AMOT CYTH1 ARHGAP17 ILDR2 ANK3 CLDN6 CDK4 RAP2C SHROOM4 CTNND1 APC LIN7A PALS1 TGFBR1 EPB41L4B TBCD CLDN19 SHROOM2 PLEKHA7 AOC1 F11R JAML CLDN7 CLDN4 NPHP4 SHROOM1 POF1B NHERF4 CDH5 FZD5 PARD3B CLDN34 PARD6G CLDN23 EPCAM OCEL1 STRN PARD3 ACTB ADCYAP1R1 KIFC3 MICALL2 CLDN11 PLXDC1 WNK4 TJAP1 CRB1 JAM3 CLDN17 AJM1 CLDN18 SORBS1 BVES VASP ARHGEF2 MAGI1 ECT2 UBN1 IGSF5 ACTG1 TRAF4 TJP1 PRKCZ CGNL1 NECTIN1 ASH1L SH3BP1 PDCD6IP CLDN3 EPPK1 WNK3 SAPCD2 PRKCI CLDN14 AMOTL2 FRMD6 MPP7 FBF1 RAPGEF2 CLDN5 LIN7B TJP2 USP53 OCLN CDH1 RIGI PARD6A,149,apical junction complex
1548,GO:0070743,IL12B IL23A,2,interleukin-23 complex
1549,GO:0008023,ELOA ELP4 TTF2 ICE2 SSRP1 CCNK CDC73 SUPT5H PAF1 SNW1 CDK12 MLLT1 AFF1 TCEA2 EAF2 SUPT16H RB1 CTR9 ELP2 TONSL SUPT6H ELOB EAF1 CDK13 NUFIP1 SKIC8 NELFCD NELFA AFF3 ELOC LEO1 ELL2 ELL ELL3 ICE1 EPOP MMS22L ELOF1 ZC3H8 ERCC6 MLLT3 CCNT2 RTF1 SUPT4H1 ELOA2 NELFE CCNT1 NELFB PEX2 AFF2 CDK9 AFF4,52,transcription elongation factor complex
1550,GO:0005827,KLHL21 TUBG1 KLHL22 TUBGCP3 CUL3,5,polar microtubule
1551,GO:0001536,CFAP61 CFAP91 CFAP251,3,radial spoke stalk
1552,GO:0031234,GNG7 TRAF3IP2 PLEKHA4 DTNA GNG5 GNB5 GNGT2 GNAI1 DLG4 JAK1 JAK2 CNR2 GNG8 CARMIL2 GNG4 GNG14 GNB4 GNAI3 MYD88 GNG2 TGM3 GNG3 GNAT1 GNA12 GNA11 GNA15 GNAQ TRAF6 GNAT3 JAK3 GNAI2 GNB2 GNG13 GNB1 ZAP70 GNA13 GNAZ GNA14 GNG10 GNB3 TIRAP GNG12 GNAS GNAT2 GNAL GNGT1 GNG11 GNAO1,48,extrinsic component of cytoplasmic side of plasma membrane
1553,GO:0033116,AZIN2 KDELR1 VMA21 TMED9 SURF4 SEC22B TMED5 RAB1B TGFA STX5 CTSC ATP6AP1 YIF1B CD59 LAMP5 TMED10 BCAP31 PRRG4 F5 ROBO1 CSNK1D LMAN1L RAB2A TMED1 LMAN1 STING1 F8 PIEZO1 ZDHHC20 TAP1 TMED7-TICAM2 YIF1A CD55 TMEM199 PALS1 PLPP3 ERGIC3 CNIH2 TAP2 CTSZ TBC1D20 SERPINA1 MPPE1 DCSTAMP ERGIC1 GOSR2 TM6SF2 LMAN2 STX17 VPS13B ASPSCR1 UVRAG GALNT1 SPPL3 GOLGA2 INS ERGIC2 CALR TAPBP GORASP1 CNIH3 AREG BET1 YKT6 TRIP11 CNIH1 CLN8 MGAT1 NAT8 TMED7 VMP1 COL7A1 MCFD2 WHAMM FOLR1 COPZ2 ZDHHC9 TMED2 SLC35C2 GRIA1 TMED3,81,endoplasmic reticulum-Golgi intermediate compartment membrane
1554,GO:0038039,GABBR2 GPR156 GABBR1,3,G protein-coupled receptor heterodimeric complex
1555,GO:0030426,SETX TAOK2 IGF2BP1 CIB1 SSH1 FLRT3 SRC FSCN3 ADCY10 AMFR TWF2 SYAP1 CNR1 CTTN ANG CXADR WHRN HAP1 TRPC5 ARPC3 NEFL ATCAY STMN2 FSCN1 SIGMAR1 TSHZ3 SNCA TUBB3 COPG2 CYTH2 L1CAM MAP1B OTX2 LAMP5 NDRG2 CBL MYO5A DNM2 CDK5R1 NRSN1 IQGAP1 ELAVL4 KIF20B SIRT2 UNC5C LRRK2 EXOC7 NIN RTN4R RUFY3 LRRTM1 KATNB1 TRPV2 ITGA4 FGF13 ACAP3 DOCK7 DBN1 DVL1 NEO1 SHANK2 GPM6A CPEB4 ORAI2 DPYSL3 TPTEP2-CSNK1E ABITRAM MYH14 FLNA SHTN1 WDR47 PCDH9 TRAK1 PREX1 APBB1 CRMP1 HSP90AA1 COBL NGEF CDKL5 CCDC120 CTNND1 PINK1 CDK5R2 FRMD7 CSNK1E STMN3 APP EXOC3 CFL1 HSP90AB1 MYO9A GPRIN1 PSEN1 PTK2B ABI1 CDK5 GAP43 DCTN2 STMN4 THY1 GDPD5 KIF5C OLFM1 SCN11A MAPT RAC3 INPP5J FKBP4 SLC2A13 PPP1R9B COPA MAP2 TENM2 ARHGAP4 RASGRF1 IGHMBP2 LMTK2 C9orf72 ADGRL1 KLC1 ALS2 AUTS2 TIAM1 ERC2 STX3 EXOC6 BASP1 PCDHGB1 PAFAH1B1 DTNBP1 DSCAM MAP3K12 TIAM2 ZFYVE27 EXOC4 NGFR ZPR1 SNAP25 PALLD NECTIN1 PTCH1 FKBP15 MAPK8IP3 FMR1 FEZ1 PTPRO DCC ITGA3 DISC1 CBARP KIF21B ZNF804A CYFIP1 BOC ABL1 EPS8 LRIG2 EXOC8 EPHA4 TRPV4 TOR1A USP9X APBB2 PTPRS,165,growth cone
1556,GO:0030175,DAG1 IGF2BP1 KITLG CIB1 SRC FSCN3 TWF2 ENAH NF2 MYO10 MYO1G CXADR SYNE2 CD302 MTM1 PDPN ITGAV NLGN1 FSCN1 INPPL1 AP2A1 PALM TUBB3 ERMN RIPOR2 MYO1B BAIAP2 MYO5A FZD3 MYO6 IQGAP2 DNALI1 UNC5C FARP1 DYNC1H1 RUFY3 FGF13 PPP1R9A ANTXR1 FAT1 RDX GPM6A OSBPL3 ABITRAM B4GALT1 ITGA6 ARF6 SHTN1 ACTC1 NHERF1 EZR MYO3B RAPGEF3 ITGB1 MYO3A SCIMP TTYH1 EPHB1 ADGRA2 ABI1 CDK5 GAP43 ACTA1 CDC42 DEF6 ACTA2 PPP1R9B ARL4C HLA-G LY6G6D MAP2 TENM2 FZD9 ABI2 NOS1AP UBE2Q1 ACTN2 MSN PODXL TBC1D10C UTRN ACP3 DMD VASP TIAM2 UBE2K VIL1 RAPH1 SPEF1 SNAP25 FMR1 NGDN MORN4 LCP1 ITGA3 ACTG2 FGD4 CYFIP1 ITGB3 EPHA4 TRPV4 TWF1 VCAM1 DYNC2I2 SPATA13,105,filopodium
1557,GO:0099243,SNAP25 PICALM SNAP91 SCRIB STXBP1 CNKSR2 AKAP9 DNAJC6 FARP1 CRKL TIAM1 FBXO2 AP2M1 RNF10,14,extrinsic component of synaptic membrane
1558,GO:0061696,LHB FSHB CGB3 CGA CGB5 CGB8,6,pituitary gonadotropin complex
1559,GO:0031080,NUP85 NUP98 NUP107 NUP37 AHCTF1 SEH1L NUP160 NUP43 NUP133 SEC13,10,nuclear pore outer ring
1560,GO:0001652,CLEC3B NPM1 FBL SURF6 RRP1B CDKN2AIP CARF,7,granular component
1561,GO:0098798,TIMM17B SPG7 MRPL54 UQCRH MRPL36 MRPL23 MRPL39 ND4 MRPL4 ROMO1 TIMM44 SLC25A5 NDUFA1 MICU3 TOMM40 TOMM5 MRPS16 TIMM9 MRPS18A NDUFS3 ATP5MGL MRPS17 COX2 COX7C WDR93 UQCRC2 COX7A1 APOOL NDUFAB1 MRPL38 SDHD ATP5MC2 COX7A2L TOMM6 DNAJC11 IDH3B MRPL40 MRPL58 TOMM70 TOMM22 NDUFB8 NDUFA9 PMPCA AFG3L2 BCKDHB AGK PDHX COX8A ATP5MG MRPS24 DBT MRPL51 ATP5MC3 MICOS10 CHCHD6 MRPS34 NDUFA13 NDUFB6 TIMM50 TOMM7 MRPS12 MTERF4 DLAT GRPEL2 NDUFB1 MRPL47 NDUFA2 NDUFS8 GRPEL1 CHCHD3 MRPS6 COX4I2 NDUFAF1 SDHB ATP5ME MRPL35 MRPS31 MRPS18C ND3 ATP5MJ IMMP1L BAX SLC25A4 MRPL53 MRPL44 SLC25A31 MRPS21 NDUFB4 MRPL55 NSUN4 UQCRHL MRPL28 NDUFC1 COX8C IDH3A ND2 MRPL49 MRPL13 PDK2 COX6B1 TOMM40L COX6A2 SAMM50 UQCR11 NDUFB5 MRPL22 MRPL48 MPC2 APOO ATP5PF TOMM20L PPIF UQCRC1 MRPS26 TIMM23 ATP8 MRPL20 ND4L NDUFB2 UQCRB MRPL15 ACACB NDUFA10 UQCRFS1 MRPL52 NDUFS2 MRPS28 SUCLG1 MPC1 ATP5F1A MRPL30 POLG2 HSPA9 NDUFS6 PMPCB MRPS11 MRPL11 NSUN3 COX5B MICU2 ATP5F1E MRPL12 MRPS2 COX6A1 UQCC3 NDUFV2 MRPL18 MRPL37 PTCD3 ISCU POLRMT NDUFB3 PDHB MRPL24 DNAJC15 MRPL27 NDUFA4L2 TIMM17A NDUFA8 MRPS25 NDUFS4 HADHA BCS1L NDUFB9 UQCR10 MRPL46 MRPS18B ATP5F1D MRPL43 MRPL1 MRPL33 MRPL21 ATP5MC1 DMAC2 POLG NDUFA5 MRPL34 MRPL50 HSD17B10 NDUFA12 SUPV3L1 PHB1 MRPL32 SMDT1 MPV17L2 DMAC1 ATP5PB MRPL10 COX1 MCU FXN NDUFA6 NDUFC2-KCTD14 ND6 MCCC2 MRPL57 NDUFA3 COX3 BCKDHA TIMM22 SUCLG2 ND5 IMMP2L MRPL14 COX4I1 ATP5MF MRPL16 MRPL17 NDUFA7 ATP5PO HADHB NDUFB10 MRPL2 CLPX PDHA1 ATP5PD TIMM10 IDH3G MFN1 MRPS10 DNAJC19 MRPL19 NDUFS7 MCCC1 NDUFC2 ND1 MTX2 NDUFA11 MTX3 COX5A TIMM8A TRMT10C FOXRED1 PDHA2 NDUFV3 ATP6 MRPS9 MRPS5 NFS1 SLC25A6 MRPS30 NDUFS1 DLD MRPS33 TIMM21 MRPS23 MRPL42 COX7A2 ATP5F1B MRPS15 KGD4 MRPS27 MICU1 IMMT CYC1 CYTB TIMM23B DAP3 SDHC MRPS35 TRMT10B PHB2 TIMM13 MCUB MRPL9 COX6C BCKDK TIMM10B NDUFA4 C15orf48 LYRM4 MRPL41 NDUFV1 PAM16 TOMM20 NDUFB11 NDUFB7 ATP5MK COX7B MRPL3 CHCHD10 MRPS14 GADD45GIP1 VDAC1 DNA2 TIMM8B PNPT1 ATP5F1C PRORP CHCHD1 TIMM29 MRPS22 NDUFS5 SDHA PDK1 MRPS7 UQCRQ MICOS13 AURKAIP1 MTX1,300,mitochondrial protein-containing complex
1562,GO:0005865,TPM3 TMOD1 TNNT2 TMOD3 ACTA1 TPM4 TNNC1 TNNT3 LMOD3 TNNI1 LMOD2 LMOD1 TMOD4 TMOD2 ACTL8 TNNT1 TNNC2 TNNI2 TPM2 TNNI3 TPM1,21,striated muscle thin filament
1563,GO:0042272,NXF2 NXF3 NXF1 NXT2 NXF2B NXT1,6,nuclear RNA export factor complex
1564,GO:0097513,MYH9 MYH14 MYH10,3,myosin II filament
1565,GO:0032021,NELFB NELFE NELFCD NELFA,4,NELF complex
1566,GO:0016586,SMARCE1 ACTL6B SUZ12 SMARCC2 SMARCA4 PBRM1 SMARCD2 ACTL6A ACTB SMARCD1 SMARCB1 SMARCC1 ARID2 PHF10 BRD7,15,RSC-type complex
1567,GO:0097122,CDK1 CCNA2,2,cyclin A2-CDK1 complex
1568,GO:0030864,PRKCB IQGAP1 SHROOM2 SPTBN5 RTKN PLS1 MAEA MYZAP KRT19 FLOT1 AKAP13 WDR1 SLC2A1 NF2 MISP MYH9 PPP1R9A PJVK LLGL1 PDLIM2 SHROOM1 MYO1E ACTR2 RDX KNCN CAP1 PLEKHH2 COTL1 ANLN PPP1R9B GYS2 MYRIP SHROOM3 MYO1A LANCL2 LASP1 FCHSD1 CORO1A CIB2 DLC1 SPTAN1 ACTN4 SPTBN2 SPTB RAPGEF3 WASL MTSS2 COBL CLDN5 DSTN GSN ACTN3 ACTN2 MYADM FLOT2 LLGL2 CDH2 TRPV4 SNX9 CALD1 CAPN2 SHROOM4 EPB41L2 MED28 CALB1 SPTBN4 ACTN1 GCOM1 MLPH EEF1A1 CDH1 SPTBN1 SPTA1,73,cortical actin cytoskeleton
1569,GO:0051233,KIF20B PLK1 MAPRE1 MAP9 OR2A4 HNRNPU CTDP1 FIRRM ARL8A CTTN RACGAP1 MAPRE3 CDCA8 INCENP PRC1 CENPV CDC42 AURKC KIF18B CCDC69 MAPRE2 GEM PKP4 CDC6 NUMA1 KIF18A CENPE KIF14 AURKB UNC119 EML1 RIF1 AURKA ARL8B APP MAP10 RCC2,37,spindle midzone
1570,GO:0043514,IL12A IL12B,2,interleukin-12 complex
1571,GO:0043564,XRCC6 XRCC5 PAXX,3,Ku70:Ku80 complex
